epoch,train_loss,val_dice_mean,val_dice_std,timestamp
1,0.72421324536543,0.6662347789663162,0.2783829319407601,2026-01-15T15:21:43.751524
2,0.48906117488545453,0.7225690956448823,0.2610684286552719,2026-01-15T15:22:51.785099
3,0.4330571199953556,0.6932631718716763,0.2613933738516746,2026-01-15T15:23:57.831695
4,0.4113284379497848,0.6686249139009156,0.28577618015600437,2026-01-15T15:24:53.793511
5,0.39652083052152937,0.6052678686196181,0.28774202042189195,2026-01-15T15:25:53.939088
6,0.38074178601191805,0.6215982212048743,0.2975409493801292,2026-01-15T15:27:01.894866
7,0.3649517182294618,0.663164640220803,0.28665918589886485,2026-01-15T15:28:09.214343
8,0.358104882912541,0.6688363460870099,0.27324837858888534,2026-01-15T15:29:15.394560
9,0.34681115672669627,0.6933998905525756,0.2800119887921297,2026-01-15T15:30:21.281724
10,0.33808514777740295,0.662867826285871,0.28327506212707093,2026-01-15T15:31:26.967700
11,0.3396810659571466,0.5681853810286578,0.3015595006312457,2026-01-15T15:32:34.143306
12,0.32733114125122403,0.6443210555280885,0.2893393173800155,2026-01-15T15:33:40.667306
13,0.32315298511138696,0.5921044845539003,0.29869923910020174,2026-01-15T15:34:49.257712
14,0.31590269304727286,0.5771088034385472,0.3095173486576254,2026-01-15T15:35:57.708463
15,0.31244329021904954,0.5311967046075726,0.3099818292986109,2026-01-15T15:37:06.023010
16,0.3054180522119118,0.6119433821688348,0.2912802649562465,2026-01-15T15:38:07.108172
17,0.3040995742829347,0.6466973883840917,0.28345612042088425,2026-01-15T15:39:09.070502
18,0.29844216064888646,0.5908847183808129,0.2827275890817579,2026-01-15T15:40:14.463862
19,0.2935052864202722,0.6515701160820716,0.2854888661442475,2026-01-15T15:41:23.276366
20,0.29394460713829507,0.6247500634273526,0.29024027715873457,2026-01-15T15:42:31.965228
